id,title,vote_average,overview,revenue,release_date
345882,Emmanuelle 2000: Jewel of Emmanuelle,5.0,"This time Emmanuel think that she was being watched, but the mysterious stranger suddenly disappeared in the same way as it had appeared. Just in case Emmanuel leaves town, because now she has to meet a certain Mr Bekas and obtain from him a diamond. Don't you think that these events are somehow related? We shall look, that will bring a new day of our heroine...",0,2000-12-01
19457,The Yards,6.2,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",0,2000-10-20
16222,Whatever It Takes,5.9,"A nerdy teen, Ryan Woodman is smitten with the popular and gorgeous Ashley Grant, who apparently has no interest in him. Meanwhile, dim star athlete Chris Campbell has his eye on Ryan's brainy and beautiful friend, Maggie Carter. The two agree to help each other in their romantic quests, but, as they come closer to their goals, both Ryan and Chris suspect that they might be pursuing the wrong girls.",9902115,2000-03-31
4967,Keeping the Faith,6.1,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.",59945183,2000-04-14
87107,Red Dirt,5.8,"At only twenty, Griffith is struggling with the responsibilities of caring for his unwell aunt, grieving the loss of their family's matriarch, and his own dreams of leaving Pine Apple. With the arrival of a stranger, Griffith's carefully constructed walls of shame and silence begin to come down and his life takes an unexpected turn.",0,2000-03-17
2155,Reindeer Games,5.7,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",32168970,2000-02-25
37691,Bread and Roses,6.0,"Maya is a quick-witted young woman who comes over the Mexican border without papers and makes her way to the LA home of her older sister Rosa. Rosa gets Maya a job as a janitor: a non-union janitorial service has the contract, the foul-mouthed supervisor can fire workers on a whim, and the service-workers' union has assigned organizer Sam Shapiro to bring its ""justice for janitors"" campaign to the building. Sam finds Maya a willing listener, she's also attracted to him. Rosa resists, she has an ailing husband to consider. The workers try for public support; management intimidates workers to divide and conquer. Rosa and Maya as well as workers and management may be set to collide.",0,2000-05-10
10468,28 Days,6.0,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction.",0,2000-04-06
17711,The Adventures of Rocky & Bullwinkle,4.0,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",35134820,2000-06-30
47191,The Calling,4.3,"On her wedding night, a young woman conceives a child during an hallucinatory encounter. Several years later, as her friends and family begin to behave strangely, she pieces together clues that lead to one conclusion...her son is the Antichrist",0,2000-01-01
16110,Thomas and the Magic Railroad,5.3,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine.",19748009,2000-07-14
10862,Bounce,5.7,A man switches plane tickets with another man who dies in that plane in a crash. The man falls in love with the deceased one's wife.,36779296,2000-11-15
261111,Perfumed Garden,6.2,"Imagine a world of pleasure, where passion is the ultimate obsession. When Michael and Lisa travel to India to restore an erotic sculpture, they are immediately acquainted with the Kama Sutra and introduced to the skills of seduction. But when forbidden desires are revealed, vows can be broken. Now, sexual desires are about to be reawakened and fantasies are about to come true. What you desire you cannot resist. Experience it for yourself.",0,2000-06-03
5001,Before Night Falls,6.7,"Spanning several decades, this powerful biopic offers a glimpse into the life of famed Cuban poet and novelist Reinaldo Arenas, an artist who was vilified for his homosexuality in Fidel Castro's Cuba.",8524534,2000-09-03
32834,MVP: Most Valuable Primate,5.0,"Jack is a three-year-old chimpanzee who has been the subject of a long-term experiment by Dr. Kendall, a researcher who been teaching Jack to communicate through sign language. Jack scrambles onto the ice in the midst of practice for Steven's junior league hockey team, and he and his teammates discover the monkey has a natural talent for the game.",0,2000-08-11
16888,The Ladies Man,5.3,"Because of his salacious language, late-night radio advice-show host Leon Phelps, along with his sweet and loyal producer Julie, is fired from his Chicago gig. Leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. Can Leon find his secret sugar-mama? What about Julie?",13700000,2000-10-13
41275,Python,4.2,"Sleepy New Haven California is a small town with a big problem. A sixty foot slithering horror has arrived and shattered the town's tranquillity on it's path of death and destruction... Growing violent and more savage with each attack the gigantic creature soon becomes an unstoppable feeding machine raging beyond control of it's creator, leaving only the stripped bones of it's victims in it's wake.",0,2000-08-09
49511,Chinese Coffee,6.8,"When Harry Levine, an aging, unsuccessful Greenwich Village writer is fired from his job as restaurant doorman, he calls on friend and mentor Jake, ostensibly to collect a long-standing debt. Harry solicits his opinion on his latest manuscript, a work of semi-fiction based on their longtime friendship. Although he initially denies having read it, Jake later attacks it on aesthetic grounds, and deep-seated feelings of betrayal and jealousy surface and lead to a traumatic confrontation.",0,2000-09-02
55888,Ed Gein,5.5,"The true story of Edward Gein, the farmer whose horrific crimes inspired Psycho, The Texas Chainsaw Massacre and The Silence of the Lambs. This is the first film to Gein's tormented upbringing, his adored but domineering mother, and the 1957 arrest uncovered the most bizarre series of murders America has ever seen",5708,2000-11-17
14273,Dark Days,7.6,A cinematic portrait of the homeless population who live permanently in the underground tunnels of New York City.,333843,2000-08-30
11398,The Art of War,5.8,"When ruthless terrorists threaten to bring down the United Nations, they frame the one man they believe can stop them: an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III.",30199105,2000-08-25
12490,Ordinary Decent Criminal,6.1,"Michael Lynch is a notorious criminal with two wives and a flair for showmanship. He's also a huge embarrassment to the local police, who are determined to bring him down once and for all.",0,2000-01-07
185931,More Than Puppy Love,7.8,"This is the story of a girl, her dog, and a man who needs to regain his self-reliance. Curtis Peterson, a strong, vital man in his late twenties, and his wife Marie want to start a family. Tragedy strikes when Curtis is paralyzed in a construction accident. Meanwhile, another family welcomes an addition to its household. Teenager Steve Barnett adopts an 8 week old puppy to train as part of a church project. The Barnett family is to house-train Banner for a year. Then the dog would be returned to the Kansas Specialty Dog Service, where it will be trained to assist the disabled and visually impaired. Steve's sister, 8 year old Emily, ends up taking care of Banner, and falls in love with the dog. Her happiness is offset by the tragic circumstances affecting Curtis and Marie. When Marie takes a job as a waitress to support the family, Curtis is left to sit at home alone, wallowing in self pity.",0,2000-02-25
89473,Tweety's High Flying Adventure,6.1,"A full-length animated feature starring the little yellow bird. When Col. Rimfire announces at the Looney Club his belief that cats are the most intelligent animals, Granny, hoping to raise enough money to save a nearby children's park, makes a wager that her Tweety can fly around the world in 80 days, collecting the pawprints of 80 cats in the process. Sylvester, still hoping to make Tweety his personal snack, is incensed at the thought of some other cat getting the little bird first and vows to follow Tweety around the world and catch the canary himself.",0,2000-09-12
292030,Sonic Impact,4.9,A dangerous criminal hijacks a plane with his fellow prisoners and threatens to crash it into a populated area.  The agent who captured him sets out to stop him.,0,2000-01-01
6521,The Contender,6.6,"The vice president is dead, and as the president makes his choice for a replacement, a secret contest of wills is being waged by a formidable rival. When Senator Laine Hanson is nominated as the first woman in history to hold the office, hidden agendas explode into a battle for power.",22428990,2000-10-13
68572,Possessed,5.5,"An 11 year old boy starts throwing temper tantrums, vomiting on and attacking people, and swearing uncontrollably.  Furniture begins to move on its own when he is around, and he doesn't remember any of it.  After giving up on the protestants, the boy's parents turn to the catholic church for help.  Father Bowden is a WWII veteran who is experiencing nightmares, flashbacks and other personal problems, including alcoholism.  He is recruited by the archbishop to perform a series of exorcisms.  This is the apparent true account of the last exorcism known to have been done by the catholic church.",0,2000-10-22
64125,The Cruel Deep,5.6,A luxury cruise liner is requisitioned by the Greek government in an attempt to give safe passage to national treasures worth millions of pounds. The liner is attacked by an art collector who finds out about the plan. During the hijack the liner sinks to the sea floor and so begins a fight for survival as the remaining air begins to run out.,0,2000-04-04
671,Harry Potter and the Philosopher's Stone,7.9,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",976475550,2001-11-16
808,Shrek,7.7,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",484409218,2001-05-18
585,"Monsters, Inc.",7.8,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",562816256,2001-11-01
120,The Lord of the Rings: The Fellowship of the Ring,8.4,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",871368364,2001-12-18
129,Spirited Away,8.5,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",274925095,2001-07-20
10054,Spy Kids,5.8,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",147934180,2001-03-18
8922,Jeepers Creepers,6.4,"A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",59217789,2001-07-01
251799,Live: The Last Concert,9.4,"The concert was recorded on February 26, 1995, at the “Houston Astrodome” and was televised live on Univision. The singer shared the concert with Tejano singer “Emilio Navaira” and performed to 66,994 people, which broke the previous attendance record held by Selena in the previous year. Selena's performance at the Astrodome became her final televised concert before she was shot and killed on March 31, 1995. The set list mostly included material from her ""Amor Prohibido"" (1994) album and a medley mashup of disco music songs. It was released on DVD on September 2, 2003 by Image Entertainment and Q-Productions, Inc.",0,2001-03-27
15167,Barbie in the Nutcracker,6.8,"""Barbie"" stars as Clara in this animated retelling of the classic Christmas ballet, complete with Tchaikovsky soundtrack and ballet choreography.",0,2001-09-30
4248,Scary Movie 2,5.7,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",141220678,2001-07-04
9378,Thir13en Ghosts,6.2,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",68467960,2001-10-26
1734,The Mummy Returns,6.3,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",443280904,2001-05-04
162092,Doraemon: Nobita and the Winged Braves,7.4,"After watching a televised showing about supposedly humanoid birds spotted in Africa, Nobita dreams of being able to fly with wings. He builds wooden wings after Doraemon refuses to help him, though he repeatedly fails to fly using them. While helping Shizuka to reclaim her pet canary, they witness a portal opens in the sky and a humanoid bird riding an airplane coming out. He introduces himself as Gusuke, a humanoid bird who lives in ""Birdopia"". Doraemon, Nobita, and Shizuka help Gusuke fix his airplane, where Nobita becomes fast friends with him. As Gusuke departs to his home, Gian and Suneo catch him and grab his plane. The other three follow them through the porta",0,2001-03-10
2770,American Pie 2,6.2,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",287553595,2001-08-10
34004,Children of the Living Dead,3.5,"Starting a new life in a quiet Pennsylvania town, Matthew Michaels only thought is to turn an old farm property into a profitable car dealership. He soon discovers that beneath the gentle surface, this small town is anything but calm and peaceful.  Firstly, he learns that his new property is located on the site of a graveyard, which all the townsfolk regard as an evil place that must never be visited.  He then discovers that years earlier the town had suffered an infestation of the living dead ...zombies who prey on human flesh. One zombie, the infamous Abbot Hayes, escaped destruction.  As the construction team begin degging, they unleash the thing the townsfolk fear the most, the wrath of Abbot Hayes and the awakening of ... The Children of the Living Dead.",0,2001-06-11
10992,Cats & Dogs,5.3,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts.",93375151,2001-07-04
161,Ocean's Eleven,7.4,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",450717150,2001-12-07
676,Pearl Harbor,6.9,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",449220945,2001-05-21
141,Donnie Darko,7.8,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",6979093,2001-10-26
766680,Sexo,2.9,This film skewers the audience's prejudices when the subtitles abandon their usual chore of translating what is said and start talking directly to the audience.,0,2001-08-21
1364,Sex and Lucía,6.7,"Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.",7640680,2001-08-24
11470,Jason X,4.8,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",16951798,2001-07-24
855,Black Hawk Down,7.4,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",172989651,2001-12-28
15601,Scooby-Doo! and the Cyber Chase,7.2,"When Scooby and the gang get trapped in a video game created for them, they must fight against the 'Phantom Virus.' To escape the game they must go level by level and defeat the game once and for all.",0,2001-10-09
300386,Justice League: Secret Origins,7.7,"When global catastrophe strikes, the World's Greatest Super Heroes answer the call to join Justice League. Justice League works together as a team to overcome a dangerous array of intersteller invaders and world conquering megalomaniacs.",0,2001-11-17
10865,Atlantis: The Lost Empire,6.9,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.",186053725,2001-06-02
5175,Rush Hour 2,6.6,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",347325802,2001-08-03
869,Planet of the Apes,5.7,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",362211740,2001-07-25
452006,Talk Sex,5.5,An attractive radio hot line worker becomes romantically involved with callers.,0,2001-01-01
453,A Beautiful Mind,7.8,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",313542341,2001-12-11
9880,The Princess Diaries,6.9,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",165335153,2001-08-03
853,Enemy at the Gates,7.4,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.,96976270,2001-03-14
11397,Not Another Teen Movie,5.7,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",66468332,2001-12-07
10796,The One,6.1,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,72689126,2001-11-02
194,Amélie,7.9,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",173921954,2001-04-25
1933,The Others,7.6,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",209947037,2001-08-02
4133,Blow,7.4,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",83282296,2001-04-04
644,A.I. Artificial Intelligence,7.0,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.",235926552,2001-06-29
9683,Bubble Boy,5.5,"Jimmy is a young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy – bubble suit and all – treks cross-country to stop her.",0,2001-08-24
11770,Shaolin Soccer,7.0,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,42776760,2001-07-12
2057,Original Sin,6.1,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",35402320,2001-05-08
10866,Joy Ride,6.5,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",36642838,2001-10-05
1995,Lara Croft: Tomb Raider,5.9,"English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell, who's in search of a powerful relic.",274703340,2001-06-11
11178,My Sassy Girl,7.5,"A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for…",0,2001-07-27
2043,Along Came a Spider,6.3,"After the harrowing death of his partner, detective and best-selling author Alex Cross has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, Alex is lured back into action. Teamed with the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom.",105178561,2001-04-06
28635,Wishmaster 3: Beyond the Gates of Hell,4.6,"The evil Djinn is back at again, this time wreaking havoc on the students of Illinois' Baxter University. His victim is a beautiful, innocent and studious teenage girl named Diana Collins who accidentally opened up the Djinn's tomb and released him.",0,2001-10-23
12149,Frailty,7.0,A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed 'demons'.,17423030,2001-11-17
9606,Metropolis,7.0,"Kenichi and his detective uncle, Shunsaku Ban, leave Japan to visit Metropolis, in search of the criminal, Dr. Laughton. However, when they finally find Dr. Laughton, Kenichi and Shunsaku find themselves seperated and plunged into the middle of a larger conspiracy. While Shunsaku searches for his nephew and explanations, Kenichi tries to protect Tima (a mysterious young girl), from Duke Red and his adopted son Rock, both of whom have very different reasons for wanting to find her.",722932,2001-05-26
18269,Lady and the Tramp II: Scamp's Adventure,6.4,"Lady and Tramp's mischievous pup, Scamp, gets fed up with rules and restrictions imposed on him by life in a family, and longs for a wild and free lifestyle. He runs away from home and into the streets where he joins a pack of stray dogs known as the ""Junkyard Dogs."" Buster, the pack's leader, takes an instant disliking to the ""house-dog"" and considers him a rival. Angel, a junkyard pup Scamp's age, longs for the safety and comfort of life in a family and the two become instant companions. Will Scamp choose the wild and free life of a stray or the unconditional love of his family?",0,2001-02-18
10950,I Am Sam,7.5,"Although Sam has the mental capacity of a 7-year-old, he has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations start to become a problem and the authorities take her away. Sam shames high-priced lawyer, Rita into taking his case pro bono and in turn teaches her the value of love and family.",92542418,2001-12-28
23446,One Piece: Clockwork Island Adventure,6.7,"Relaxing on a cozy beach, the Straw Hat Pirates are taking a rest from their quest. Right until Luffy noticed the Going Merry has been hijacked and sailed off from the beach. This leads them to search the ship and find the thief who took it from them. They ran into a duo named the Theif Brothers, who informed them that their ship was stolen by a group of pirates called the Trump Kyoudai. When they encountered the Trump Pirates, Nami ended up getting kidnapped as well as Luffy's hat. They tracked down the pirates to their base on Clockwork Island. Now Luffy, Zoro, Sanji, Usopp, and the Theif Brothers must reclaim the Going Merry, Save Nami, and get back Shank's straw hat.",0,2001-03-03
768,From Hell,6.7,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,74558115,2001-02-08
2034,Training Day,7.4,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",104876233,2001-10-05
11090,The Animal,5.0,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.",84772742,2001-06-01
401773,If It Bleeds We Can Kill It: The Making of 'Predator',7.8,"A behind-the-scenes look at the 1987 sci-fi/action film that has since become one of the modern classics, about a team of special forces soldiers who find themselves being stalked and killed by a hunter from another world. Includes interviews with the cast and crew, who relate their experiences in bringing this film to life.",0,2001-03-14
634,Bridget Jones's Diary,6.7,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",281929795,2001-04-13
9696,Ichi the Killer,7.1,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of.",0,2001-12-22
8835,Legally Blonde,6.6,"Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.",141774679,2001-07-13
1903,Vanilla Sky,6.8,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",203388341,2001-01-22
12610,Osmosis Jones,6.5,"A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",13596911,2001-08-10
2140,Kiss of the Dragon,6.8,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",64437847,2001-07-06
10477,Driven,5.1,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",54744738,2001-04-27
9778,Serendipity,6.9,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",77516304,2001-10-05
42360,Inuyasha the Movie: Affections Touching Across Time,7.8,"InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever.",0,2001-12-15
11456,Domestic Disturbance,5.8,A divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be.,54249294,2001-10-28
1391,Y Tu Mamá También,7.4,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",33616692,2001-06-08
8386,How High,6.3,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",31155435,2001-12-21
9816,Save the Last Dance,6.5,"After the death of her mother, Sara moves to the South Side of Chicago to live with her father and gets transferred to a majority-black school. Her life takes a turn for the better when befriends Chenille and her brother Derek, who helps her with her dancing skills.",91038276,2001-01-12
1535,Spy Game,6.9,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",143049560,2001-11-18
10833,Heartbreakers,6.0,"Max and Page are a brilliant mother/daughter con team who have their grift down to a fine science. Max targets wealthy, willing men and marries them. Page then seduces them, and Max catches her husband in the act. Then it's off to palimony city and the next easy mark.",0,2001-03-23
25753,Children of the Corn: Revelation,4.4,"When a girl named Jamie repeatedly tries to contact her grandmother to no avail, she investigates by going to her apartment in Omaha Nebraska - only to find that it's been condemned and overtaken by possessed children. As she digs deeper, she discovers a dark secret about her grandmother and awakens a dark, demonic force that wants Jamie dead and will stop at nothing.",0,2001-10-09
11299,Cowboy Bebop: The Movie,7.7,"The year is 2071. Following a terrorist bombing, a deadly virus is released on the populace of Mars and the government has issued the largest bounty in history, for the capture of whoever is behind it. The bounty hunter crew of the spaceship Bebop; Spike, Faye, Jet and Ed, take the case with hopes of cashing in the bounty. However, the mystery surrounding the man responsible, Vincent, goes deeper than they ever imagined, and they aren't the only ones hunting him.",0,2001-09-01
